[2024-10-03 04:44:23] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-03 04:44:23] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-03 04:44:23] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-03 04:44:44] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-03 04:44:44] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-03 04:44:44] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-03 04:44:56] [class-ss-setup-task.php:33] Creating archive directory: C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663\
[2024-10-03 04:44:57] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/mumtaaz/
[2024-10-03 04:46:33] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?simply_static_page=11543
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:103] Filesize: 198 bytes
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe21a9efc65-9LWqPO.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:46:34] [class-ss-page.php:119] Checking Content Identical:3c9d293b60aff72e6ae2c13fd5848565c0964d0c===. Value: FALSE
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css
[2024-10-03 04:46:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 573
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe21aa29cba-yiZCV0.tmp
[2024-10-03 04:46:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css?simply_static_page=11544
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css?simply_static_page=11544
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:103] Filesize: 649 bytes
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe21aa29cba-yiZCV0.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:46:34] [class-ss-page.php:119] Checking Content Identical:5eddc4aa30be2758dbda6546719de123b72b6a13===. Value: FALSE
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css
[2024-10-03 04:46:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 573
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe21aa7af67-Twjx1W.tmp
[2024-10-03 04:46:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css?simply_static_page=11545
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css?simply_static_page=11545
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:103] Filesize: 568 bytes
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe21aa7af67-Twjx1W.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:46:34] [class-ss-page.php:119] Checking Content Identical:825625676d3daa8eb845fd217b99e76bb2c0d6b0===. Value: FALSE
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css
[2024-10-03 04:46:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 573
[2024-10-03 04:46:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe21aae85ed-jIULDE.tmp
[2024-10-03 04:46:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css?simply_static_page=11546
[2024-10-03 04:46:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css?simply_static_page=11546
[2024-10-03 04:46:35] [class-ss-url-fetcher.php:103] Filesize: 310 bytes
[2024-10-03 04:46:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-03 04:46:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css
[2024-10-03 04:46:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe21aae85ed-jIULDE.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css
[2024-10-03 04:46:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:46:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:46:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:46:35] [class-ss-page.php:119] Checking Content Identical:190bc2b9f9477d2456cb09e5d59aecadf35fef78===. Value: FALSE
[2024-10-03 04:46:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css
[2024-10-03 04:46:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 573
[2024-10-03 04:46:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:46:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe21ab5b025-YetF1H.tmp
[2024-10-03 04:46:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css?simply_static_page=11547
[2024-10-03 04:46:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css?simply_static_page=11547
[2024-10-03 04:46:35] [class-ss-url-fetcher.php:103] Filesize: 278 bytes
[2024-10-03 04:46:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-03 04:46:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css
[2024-10-03 04:46:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe21ab5b025-YetF1H.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css
[2024-10-03 04:46:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:46:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:46:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:46:36] [class-ss-page.php:119] Checking Content Identical:26282eb881da456455354dcfae2a0226012c68c6===. Value: FALSE
[2024-10-03 04:46:36] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css
[2024-10-03 04:46:36] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 573
[2024-10-03 04:46:36] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:46:36] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe21ac41ec1-Oaq1mS.tmp
[2024-10-03 04:46:36] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css?simply_static_page=11548
[2024-10-03 04:46:36] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css?simply_static_page=11548
[2024-10-03 04:46:36] [class-ss-url-fetcher.php:103] Filesize: 384 bytes
[2024-10-03 04:46:36] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-03 04:46:36] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css
[2024-10-03 04:46:36] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe21ac41ec1-Oaq1mS.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css
[2024-10-03 04:46:36] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:46:36] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:46:36] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:46:36] [class-ss-page.php:119] Checking Content Identical:017ac17dd81532a7fe73e695e0b2dd4850cf1bd0===. Value: FALSE
[2024-10-03 04:46:36] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css
[2024-10-03 04:46:36] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 573
[2024-10-03 04:46:36] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:46:36] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe21ac6d6c5-TlVycd.tmp
[2024-10-03 04:46:36] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css?simply_static_page=11549
[2024-10-03 04:46:36] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css?simply_static_page=11549
[2024-10-03 04:46:36] [class-ss-url-fetcher.php:103] Filesize: 349 bytes
[2024-10-03 04:46:36] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-03 04:46:36] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css
[2024-10-03 04:46:36] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe21ac6d6c5-TlVycd.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css
[2024-10-03 04:46:36] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:46:36] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:46:36] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:46:36] [class-ss-page.php:119] Checking Content Identical:b33f41ce8735f667a40fa2d81c50a2bb10054b65===. Value: FALSE
[2024-10-03 04:46:36] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css
[2024-10-03 04:46:36] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 573
[2024-10-03 04:46:36] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:46:36] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe21acc4cc1-hMHXlL.tmp
[2024-10-03 04:46:36] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css?simply_static_page=11550
[2024-10-03 04:46:36] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css?simply_static_page=11550
[2024-10-03 04:46:37] [class-ss-url-fetcher.php:103] Filesize: 394 bytes
[2024-10-03 04:46:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-03 04:46:37] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css
[2024-10-03 04:46:37] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe21acc4cc1-hMHXlL.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css
[2024-10-03 04:46:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:46:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:46:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:46:37] [class-ss-page.php:119] Checking Content Identical:f9eb21dfbc669632c37d1666a24f03f99af2d1a5===. Value: FALSE
[2024-10-03 04:46:37] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css
[2024-10-03 04:46:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 573
[2024-10-03 04:46:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:46:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe21ad640ac-hm6e4a.tmp
[2024-10-03 04:46:37] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css?simply_static_page=11551
[2024-10-03 04:46:37] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css?simply_static_page=11551
[2024-10-03 04:46:37] [class-ss-url-fetcher.php:103] Filesize: 358 bytes
[2024-10-03 04:46:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-03 04:46:37] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css
[2024-10-03 04:46:37] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe21ad640ac-hm6e4a.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css
[2024-10-03 04:46:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:46:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:46:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:46:37] [class-ss-page.php:119] Checking Content Identical:2f497c34ef82731df3cd8e9f4ad97046faa4e881===. Value: FALSE
[2024-10-03 04:46:37] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css
[2024-10-03 04:46:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 573
[2024-10-03 04:46:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:46:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe21adc4bd8-NCrf5X.tmp
[2024-10-03 04:46:37] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css?simply_static_page=11552
[2024-10-03 04:46:37] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css?simply_static_page=11552
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:103] Filesize: 360 bytes
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe21adc4bd8-NCrf5X.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css
[2024-10-03 04:46:38] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:46:38] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:46:38] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:46:38] [class-ss-page.php:119] Checking Content Identical:84088f6762bfecd307665a6f1247c93308fbba56===. Value: FALSE
[2024-10-03 04:46:38] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css
[2024-10-03 04:46:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 573
[2024-10-03 04:46:38] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe21ae40c6b-9aAwA2.tmp
[2024-10-03 04:46:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css?simply_static_page=11553
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css?simply_static_page=11553
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:103] Filesize: 318 bytes
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe21ae40c6b-9aAwA2.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css
[2024-10-03 04:46:38] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:46:38] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:46:38] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:46:38] [class-ss-page.php:119] Checking Content Identical:f542c08918c035480e8de6785ec9d32336c23313===. Value: FALSE
[2024-10-03 04:46:38] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.css
[2024-10-03 04:46:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 573
[2024-10-03 04:46:38] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe21aec5773-5LtOqH.tmp
[2024-10-03 04:46:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.css?simply_static_page=11554
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.css?simply_static_page=11554
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:103] Filesize: 349 bytes
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.css
[2024-10-03 04:46:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe21aec5773-5LtOqH.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.css
[2024-10-03 04:46:39] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:46:39] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:46:39] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:46:39] [class-ss-page.php:119] Checking Content Identical:a04a848c0af699962fd62d4b837722b87b5972d0===. Value: FALSE
[2024-10-03 04:46:39] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.min.css
[2024-10-03 04:46:39] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 573
[2024-10-03 04:46:39] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:46:39] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe21af19d86-CPCoKP.tmp
[2024-10-03 04:46:39] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.min.css?simply_static_page=11555
[2024-10-03 04:46:39] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.min.css?simply_static_page=11555
[2024-10-03 04:46:39] [class-ss-url-fetcher.php:103] Filesize: 306 bytes
[2024-10-03 04:46:39] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-03 04:46:39] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.min.css
[2024-10-03 04:46:39] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\dell\AppData\Local\Temp/66fe21af19d86-CPCoKP.tmp to C:\XAMPP\htdocs\mumtaaz/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930663/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.min.css
[2024-10-03 04:46:39] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:46:39] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:46:39] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:46:39] [class-ss-page.php:119] Checking Content Identical:c6724da9f417db70c6058a5cd803a3337627dfd5===. Value: FALSE
[2024-10-03 04:46:39] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.css
[2024-10-03 04:46:39] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 573
[2024-10-03 04:46:39] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:46:39] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\dell\AppData\Local\Temp/66fe21af8458e-YrXZpG.tmp
[2024-10-03 04:46:39] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.css?simply_static_page=11556
[2024-10-03 04:46:39] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mumtaaz/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.css?simply_static_page=11556
[2024-10-03 04:46:39] [class-ss-url-fetcher.php:103] Filesize: 228 bytes
[2024-10-03 04:46:39] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-03 04:46:39] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.css
